v1,yearq,airline,year,quarter,totalrecords,ontime,cancelled,diverted,aircarrierdelay,extremeweatherdelay,nasdelay,securitydelay,latearrivingaircraftdelay,totaldelay,enplanedpassengers,totalbag,pper1000,flightproblems,oversales,reservation,fares,refunds,baggage,customerservice,disability,advertising,discrimination,animals,other,totalcomplaint,cash,curr_assets,prop_equip,prop_equip_no_tot,assets,curr_liabilities,non_rec_liab,sh_hld_equity,liab_sh_hld_equity,net_income,op_profit_loss,trans_rev_pax,mail,total_property,prop_freight,prop_bag,op_revenues,op_expenses,tdomt_gallons,tdomt_cost,empfte,tot_fly_ops,total_air_hours,air_days_assign,totalpercent,hetero,salaries,landing_fees,revpaxenplaned,revpaxmiles,revtonmiles,avltonmiles,avlseatmiles,revmilesflown,revmilesched,revairhours,airhourramp2ramp,sparsity,grandtotalflights,heterogeneity,lfp,lff,yieldpax,yield_or,fleetutil,avglandingfee,fueleff,lcc,recession,percpita_gdp,percent_gdp,avg_fare,adj_avg_fare,percent_chg_fare,carriercode,occasion,occasioncount,lyield,lLFP,lfleetutil,lfueleff,lpOntime,lmisbagg,ltotaldelay,lcomplaint,lhetero,lavglandfee,lsparsity,ltdomt_cost,lrevpaxenplaned,lempfte,revpaxmileTotal,lMKTshare,OPOR,lyield_mean,lLFP_mean,lfleetutil_mean,lfueleff_mean,lpOntime_mean,lmisbagg_mean,ltotaldelay_mean,lcomplaint_mean,lhetero_mean,lavglandfee_mean,lsparsity_mean,lMKTshare_mean,ltdomt_cost_mean,lrevpaxenplaned_mean,lempfte_mean,lyield_w,lLFPw,lfleetutil_w,lfueleff_w,lpOntime_w,lmisbagg_w,ltotaldelay_w,lcomplaint_w,lhetero_w,lavglandfee_w,lsparsity_w,lMKTshare_w,ltdomt_costw,lrevpaxenplaned_w,lempfte_w,clyield_mean,clLFP_mean,clfleetutil_mean,clfueleff_mean,clpOntime_mean,clmisbagg_mean,cltotaldelay_mean,clcomplaint_mean,clhetero_mean,clavglandfee_mean,clsparsity_mean,clMKTshare_mean,cltdomt_cost_mean,clrevpaxenplaned_mean,clempfte_mean
450,20094,ATLANTIC SOUTHEAST,2009,4,71180,53526,825,162,3492,383,6987,9,5796,17654,3146333,23438,22.57,5,0,1,0,0,2,0,3,0,0,0,0,11,48453,631490,1312327,0,1996768,211148,881135,647305,1996768,4508,14238,176426,0,0,0,0,176900,162662,38330,196333,10806,53296,83.860001,13.76,.625,.375,45040,792,3140421,1305769435,130584715,227945852,1682871774,28489451,28825487,76321,109196,.22962098,70997,.5164696,.77591735,.57287604,.13511267,.10511793,.25393653,11.155401,43904.82,0,0,49886,.8348,319.85266,398.52106,.021731483,8,24,35,-2.0016463,-.25370926,-1.3706709,10.689779,-.28504437,3.1166215,9.778718,2.3978953,-.66073883,2.4119239,-1.4713253,12.187568,14.959867,9.2878571,121277530112,-4.5312891,.080486149,-1.7314658,-.26338071,-1.2327936,4.9375162,-.32547048,3.4362276,9.9387054,2.831116,-.76397395,3.6278193,-1.7633801,-4.5200491,17.230247,14.939577,9.5305462,-.27018046,.0096714497,-.13787735,5.7522631,.040426105,-.31960607,-.15998745,-.43322062,.10323513,-1.2158954,.29205477,-.011240005,-5.0426798,.020290375,-.24268913,.29066822,-.046956964,-.13309428,.48420426,-.081532262,.95332617,.35271764,-1.2433863,-.15919335,-1.6497188,.65727276,-1.1733185,-1.6375477,-.66505522,-.97602904
451,20094,US,2009,4,100945,82469,1481,162,3872,191,8625,53,4093,18477,11165136,34520,9.3000002,33,5,27,11,8,31,24,8,0,2,0,5,154,1209200,2186644,3326921,242955,7123376,3284581,3266514,255438,7123376,-31963,39705,1312543,6560,116644,19417,97227,2171100,2131395,202197561,394323946,89848,688309,206.67999,28.469999,.81999999,.18000001,352250,29696,10962902,10582375774,1089623995,1790202916,13125282948,88045347,89111481,205104,246854,.082221203,99807,.81574696,.80625886,.60865951,.12403103,.16541357,.30248216,297.53424,64.913162,0,0,49886,.8348,319.85266,398.52106,.021731483,27,24,41,-2.0872235,-.21535042,-1.195733,4.1730504,-.20215335,2.2300143,9.8242817,5.0369525,-.20365107,5.6955295,-2.498342,19.792683,16.210028,11.405874,121277530112,-2.4388916,.018287964,-1.993342,-.20615524,-1.051116,4.134016,-.23429155,2.5142708,9.9736452,5.3621802,-.21275288,5.6314526,-2.4605527,-2.6074708,19.832302,16.183376,11.307163,-.093881488,-.0091951787,-.14461696,.039034367,.032138199,-.28425646,-.14936352,-.32522774,.0091018081,.0640769,-.037789345,.1685791,-.039619446,.026651382,.098711014,.028791998,.010268502,.048583299,-.31929591,.0096466588,.031369369,.3876574,1.287678,.39202771,.35391447,-.039899912,.73925984,.96450686,.57874399,.80058801
452,20094,HAWAIIAN,2009,4,17570,16030,10,12,1040,12,7,2,456,1539,2092961,3638,5.21,1,0,0,1,1,2,0,1,0,0,0,0,6,9840.4404,411966.22,318884.25,0,999202,382310.63,528360.25,88531.07,999202,33529.262,17112.779,238592.31,148.71001,11346.59,987.67999,10358.91,265802.91,248690.14,29829565,58877845,10193,104873.63,20.68,2.9200001,.55555558,.44444445,44337.25,4770.3398,2024257,1801818582,198650027,348766597,2114018611,9169553,9167908,20818,25458,.27706295,17679,.42517817,.85231918,.56957871,.1324175,.12573348,.29509133,269.83087,70.869911,0,0,49886,.8348,319.85266,398.52106,.021731483,16,24,64,-2.0217955,-.1597942,-1.2204704,4.2608461,-.091730937,1.6505798,7.3388882,1.7917595,-.85524696,5.5977955,-1.2835106,17.890976,14.520713,9.2294569,121277530112,-4.2092853,.064381458,-1.9896747,-.14304188,-1.2052833,4.2794709,-.08746098,2.089457,7.1815281,2.8884876,-.67200166,5.6783667,-1.341495,-4.1805482,18.067671,14.528169,9.4245348,-.032120824,-.016752318,-.015187144,-.018624783,-.0042699575,-.43887722,.15736008,-1.0967281,-.1832453,-.080571175,.057984471,-.028737068,-.17669487,-.0074558258,-.1950779,.032459352,.073381864,-.105584,-.17384101,.15647723,-.39344439,-2.4044597,-1.1860147,-.067221068,.40082857,1.0791577,-.8338176,-.80012441,-1.0764637,-1.0820404
453,20094,UNITED,2009,4,87486,73242,1446,122,2930,295,4989,2,4460,14244,11200971,47172,12.65,27,7,19,15,12,37,34,9,1,3,0,6,170,3163799,5142638,9840200,416176,18724594,6580496,13862531,-2449287,18724594,-222766,-38442,1583445,11037,88959,30435,58524,2711957,2750399,244722175,496272869,131898,700728,257.12,24.83,.59375,.40625,435313,57374,10996096,13632642432,1465595715,2327655154,16496821207,100529581,101660992,221241,256136,.087613247,86404,.72396618,.82637995,.62964469,.116151,.16439269,.43146732,664.0202,67.410408,0,0,49886,.8348,319.85266,398.52106,.021731483,26,24,64,-2.1528642,-.19070062,-.84056348,4.2107992,-.17770976,2.5376573,9.5640907,5.1357985,-.32301059,6.4983125,-2.434823,20.022636,16.213051,11.789784,121277530112,-2.1856143,-.014175003,-2.0489318,-.17315583,-.87182105,4.2581077,-.24680431,2.4408674,10.161814,5.8796186,-.22192177,6.4861526,-2.5942547,-1.9436948,20.364365,16.567757,12.162584,-.10393238,-.017544791,.03125757,-.047308445,.069094554,.096789837,-.59772301,-.74382019,-.10108882,.012159824,.1594317,-.24191952,-.34172821,-.35470581,-.37279987,-.026797798,.043267913,.22787824,-.19520427,-.0028660994,-.042033989,.57582593,1.8051164,.38285881,1.2086146,-.17360196,1.4030358,1.4965694,.96312433,1.6560091
454,20094,FRONTIER,2009,4,20480,15530,134,18,953,39,1694,0,2113,4951,2210850,5593,7.6199999,5,0,2,0,0,1,1,3,0,0,0,0,12,142442.06,342370.88,375299.56,0,968252.38,305778.66,231094.41,262139.55,968252.38,-9459.3203,-12432.27,189360.92,0,14484,1043.55,13440.45,257733.03,270165.31,39327805,79304228,13668,116765.6,39.25,4.2600002,.625,.375,44361.711,9183.21,2007058,1836126996,185364050,286832436,2322993398,17232182,17425514,39592,46680,.18832317,22697,.49775386,.79041421,.64624506,.10313062,.11094867,.38390061,404.60016,59.067455,1,0,49886,.8348,319.85266,398.52106,.021731483,15,24,59,-2.2717588,-.23519816,-.95737159,4.07868,-.27667516,2.0307763,8.5073452,2.4849067,-.6976496,6.0028992,-1.6695958,18.188803,14.51218,9.5228128,121277530112,-4.190423,-.048237003,-2.3166032,-.16297232,-.86293924,4.2506828,-.26682985,2.2212188,8.5602121,3.8751516,-.70109469,6.0136666,-2.0599482,-3.9503918,18.405107,14.855331,9.4184647,.044844389,-.072225839,-.094432354,-.17200279,-.0098453164,-.19044256,-.052866936,-1.390245,.0034450889,-.01076746,.39035237,-.24003124,-.21630478,-.34315109,.10434818,-.29446915,.053451426,.23676005,-.2026291,-.022891635,-.2616826,-1.0257757,-.19935057,-.096314095,.73612851,.36070457,-.60366118,-.46268776,-.7493009,-1.0881106
455,20094,CONTINENTAL,2009,4,62545,48270,397,109,3490,538,6830,142,2769,14275,8173106,21355,7.8000002,18,2,12,3,6,20,14,6,1,2,0,5,89,2572736,4182073,7418128,0,12699629,4629525,6287848,633325,12699629,-180561,-268355,1183428,10448,92706,23029,69677,1873821,2142176,166782000,320649000,99630,556793,166.12,20.290001,.83471072,.16528925,347921,40459,7987641,10374966408,1088144377,1534997435,12249579289,76470409,76607756,170492,198094,.13193707,62533,.77413219,.84696513,.70889002,.11406572,.15297024,.34113684,647.00238,73.446648,0,0,49886,.8348,319.85266,398.52106,.021731483,10,24,32,-2.1709805,-.16609575,-1.0754716,4.2965593,-.25907606,2.0541236,9.5662651,4.4886365,-.25601262,6.4723501,-2.0254302,19.585857,15.893406,11.509218,121277530112,-2.4586856,-.14321272,-2.0873456,-.18978263,-1.0283042,4.2427278,-.26421896,2.3969214,9.6883888,4.7999697,-.23382159,6.3912215,-2.0734308,-2.5113509,19.742954,15.943987,11.55141,-.083634853,.023686886,-.04716742,.053831577,.0051428974,-.34279776,-.12212372,-.31133318,-.022191033,.081128597,.048000574,.052665234,-.15709686,-.050580978,-.042191505,-.065211557,.026641108,.071395069,-.21058418,-.020280743,-.08598002,.10240103,.72546744,.37095901,1.1136835,.347222,.83537972,.87515903,.33935454,1.0448345
456,20094,SOUTHWEST,2009,4,275016,222473,2564,480,14446,1072,8344,166,25472,52544,26055965,88845,10.24,11,3,7,0,2,15,9,5,0,2,0,0,54,-34208,3084388,10634949,0,13978171,2676731,3350039,6428145,13978171,115790,166716,2510539,0,38037,31261,6776,2712217,2545501,345933903,758083595,104234,1179946,420.70999,49.59,.625,.375,661432,81036,25411027,18203188552,1849529681,3177429403,23544798719,172677367,173636318,419452,489505,.030453064,272877,.46561939,.77312994,.58208364,.13791753,.11519389,.35349029,296.96896,68.061554,1,0,49886,.8348,319.85266,398.52106,.021731483,24,24,63,-1.9810994,-.25730816,-1.0398992,4.2204127,-.21202353,2.3263016,10.869406,3.9889841,-.76438677,5.6936278,-3.4915686,20.446304,17.050694,11.554394,121277530112,-1.8964847,.061468534,-1.9381496,-.24768832,-.99800581,4.2257662,-.22438076,2.4071965,10.974837,4.4619985,-.73705715,5.7340302,-3.4921861,-1.8572142,20.49897,17.183941,11.724526,-.042949796,-.009619832,-.041893423,-.0053534508,.012357235,-.080894947,-.10543156,-.47301435,-.027329624,-.040402412,.00061750412,-.03927052,-.05266571,-.13324738,-.17013264,.083984472,-.031264581,.10169348,-.22754575,.019557452,-.075704895,1.3888495,.38749626,-.13227655,.45649216,-1.0715333,1.4895164,1.6311748,1.5793085,1.2179512
457,20094,ALASKA,2009,4,32677,28109,216,118,1113,150,1833,8,1133,4571,3526980,12963,10.99,0,0,0,0,0,0,0,0,0,0,0,0,0,164160,1810516,2597277,10980,4541271,1313125,1893976,802765,4541271,19596,28325,515828,8415,33998,13786,20212,700682,672357,72689568,145944413,27827,243932,80.410004,9.9300003,.78125,.21875,141020,12598,3478089,4132791881,425398545,701329625,5183638944,35251793,31218791,80138,91785,.11293879,35936,.66163963,.7972762,.60656005,.12481344,.13517183,.33740348,350.56769,71.312004,0,0,49886,.8348,319.85266,398.52106,.021731483,2,24,64,-2.080935,-.22655411,-1.0864758,4.2670646,-.15058166,2.3969858,8.4274874,,-.41303423,5.8595538,-2.1809092,18.798737,15.061994,10.233762,121277530112,-3.3791285,.040424902,-2.0320899,-.20610335,-.9536553,4.2599196,-.20463626,2.3031516,8.8666954,3.2289608,-.34871057,5.8797226,-2.2419901,-3.2006598,19.202356,15.361502,10.358057,-.048845053,-.020450756,-.13282055,.007144928,.054054603,.093834162,-.43920803,,-.064323664,-.020168781,.061080933,-.1784687,-.40361977,-.29950809,-.12429523,-.0099559091,.010320388,.14604399,-.19339229,.03930195,-.1797498,-.7192924,-.84554148,.25607002,.60218447,.17866269,.14607082,.33456108,-.24313065,-.1485182
458,20094,ENDEAVOR,2009,4,63691,51662,1264,176,2864,288,4749,10,2677,12028,2714984,14067,15.46,8,3,2,0,0,0,3,2,0,0,0,0,18,81334.781,124335.11,407007.75,0,586967.25,74890.148,319232.56,42110.48,586967.25,5006.6299,13500.38,150313.89,0,0,0,0,152962.77,139462.38,0,0,9999,51180.422,73.419998,13,.55555558,.44444445,33667.469,8176.5,2641057,1138795370,113881253,195183350,1474519555,27288482,27805832,72971,102874,.082017176,62564,.22826487,.77231622,.58345783,.13199377,.10373735,.23532051,130.69017,0,0,0,49886,.8348,319.85266,398.52106,.021731483,12,24,28,-2.0250006,-.25836119,-1.4468068,,-.20932077,2.738256,9.3949928,2.8903718,-1.4772487,4.8728294,-2.5008266,,14.78669,9.2102404,121277530112,-4.6681104,.088259257,-2.1928153,-.25407976,-1.3741112,,-.22908014,2.8279591,9.4842062,2.9194922,-1.486104,4.7364521,-2.669271,-4.6667538,,14.898383,9.3481951,.16781473,-.0042814314,-.072695613,,.019759372,-.089703083,-.089213371,-.029120445,.0088553429,.13637733,.1684444,-.0013566017,,-.11169338,-.13795471,-.17068127,-.037656017,-.27441189,,.014858072,.34505764,-.10178159,-1.15501,-.8813234,-.54108602,-.24861822,-1.3200232,,-.70624918,-1.1583802
459,20094,ENVOY,2009,4,111191,83588,3296,264,5967,1213,7533,19,9310,27602,3961481,29577,22.530001,4,1,0,0,0,6,1,1,0,0,0,0,13,591.91998,396547.88,2299046.3,507.81,2706076.5,408287.53,1741123.9,310985.56,2706076.5,-903.64001,37341.051,498209.81,0,0,0,0,505292.5,467951.47,61968065,137174292,27062,190141.84,132.45,21.940001,.5,.5,97214.93,19924.49,4049904,1765620599,176642002,289353474,2411272809,48299513,49654965,130589,174198,.075768448,108174,.59559363,.73223591,.61047131,.28217262,.20955427,.25153828,184.18927,38.911541,0,0,49886,.8348,319.85266,398.52106,.021731483,13,24,56,-1.2652363,-.31165254,-1.3801601,3.6612909,-.28534949,3.1148479,10.225643,2.5649493,-.51819664,5.2159638,-2.5800734,18.736763,15.214204,10.205886,121277530112,-4.2295794,.073899873,-1.6408215,-.29306766,-1.6029867,3.6849475,-.29583371,3.2101371,10.196259,3.7423904,-.42317587,3.3110759,-2.5845485,-4.3169031,18.751755,15.193357,10.330316,.3755852,-.018584877,.2228266,-.023656607,.010484219,-.09528923,.029384613,-1.1774411,-.095020771,1.9048879,.0044751167,.087323666,-.01499176,.020846367,-.1244297,.38131258,-.076643921,-.50328737,-.76836443,-.051895496,.72723573,.61027074,-.33211181,.18160473,-1.9664621,-.1638957,-.97017252,-.11604048,-.41127488,-.17625964
460,20094,DELTA,2009,4,107717,87218,1271,145,4381,388,9752,17,4546,20500,14206167,66313,14.06,48,15,43,18,20,72,37,16,3,3,1,29,305,2539684,6436638,11556328,21624,30098008,7957850,19050698,2161824,30098008,74226,45072,1598939,0,186734,57295,129439,2956775,2911703,252411304,569104040,146966,765388,222.2,28.389999,.80246913,.19753087,414732,42781,13636765,13444456904,1388247791,2210621367,16371406587,96767210,97104788,222234,276617,.15004016,107274,.73152268,.82121575,.62798983,.11892924,.18060605,.32611248,398.80121,64.860039,0,0,49886,.8348,319.85266,398.52106,.021731483,11,24,64,-2.1292267,-.19696942,-1.120513,4.1722317,-.21109669,2.6433339,9.9281797,5.7203116,-.31262705,5.9884629,-1.8968523,20.159575,16.42828,11.897957,121277530112,-2.1995146,.015243636,-1.9633139,-.17911391,-1.0371306,4.2016807,-.20654429,2.3056192,10.351294,5.5749292,-.1888292,5.9221725,-2.31025,-1.8423537,20.599318,16.933538,12.189204,-.16591275,-.01785551,-.083382368,-.029448986,-.0045523942,.33771467,-.42311382,.1453824,-.12379785,.066290379,.41339779,-.35716093,-.43974304,-.50525856,-.29124737,.058820102,.037309833,.062568694,-.25163129,.037393916,-.17728217,.76530576,1.500427,.4159514,.64463443,.11040274,1.5043769,1.7315223,1.3289061,1.682629
461,20094,SKYWEST,2009,4,135563,106695,2414,300,5228,399,8892,49,11586,28868,5423431,31178,17.129999,10,1,1,0,0,4,5,5,0,0,0,0,26,38691,813631,1567379,0,2865286,361353,973723,1412076,2865286,13070,32474,419319,0,0,0,0,426510,394036,24301102,58875284,25938,183280,176.84,26.34,.44,.56,88756,15076,5380127,2978553227,297891351,512723292,3808715320,67342297,68211313,175685,227578,.050332028,133443,.66548014,.78203619,.5809983,.14077942,.11198264,.27973932,112.97707,156.73015,0,0,49886,.8348,319.85266,398.52106,.021731483,23,24,64,-1.960561,-.24585427,-1.2738971,5.0545254,-.23946218,2.8408313,10.270489,3.2580965,-.4072465,4.7271848,-2.9891136,17.890932,15.498222,10.163465,121277530112,-3.7066438,.076138891,-1.938171,-.2282016,-1.2562724,5.0021067,-.22799358,2.8177874,10.31873,3.5855629,-.43981639,4.0690184,-3.1773868,-3.7470846,18.032272,15.650149,10.270409,-.022390008,-.017652676,-.017624617,.052418709,-.011468604,.023043871,-.048241615,-.32746649,.032569885,.65816641,.18827319,.040440798,-.14134026,-.15192699,-.10694408,.083963014,-.011777855,-.15657315,.54879475,.015944635,.33488598,.73274255,-.48893926,.16496421,-1.2085197,-.75673395,-.40035403,-.83552289,.045517001,-.2361666
462,20094,EXPRESSJET,2009,4,78674,59258,1692,249,3241,618,8726,67,4823,19416,3029436,11490,11.23,4,0,2,0,1,1,1,0,0,0,0,1,10,80678.094,164336.98,179273.69,0,345182.84,91465.148,349807.47,-120795.76,345182.84,30234.85,-16379.56,144294.59,0,0,0,0,160474.38,176853.94,1229297,2741266,15877,52396.25,128.02,21.48,.5,.5,62311.488,13506.85,3130135,1828867803,183071783,283212126,2360101050,47202021,46821091,121060,154248,.10574425,78701,0,.77491081,.64641225,.078898318,.067994706,.24833179,171.62234,1919.8787,0,0,49886,.8348,319.85266,398.52106,.021731483,14,24,62,-2.5395954,-.25500736,-1.3929896,7.5600171,-.28341195,2.4185886,9.8738527,2.3025851,,5.1452966,-2.2467318,14.823931,14.956587,9.6726265,121277530112,-4.1943846,-.10206962,-2.1573148,-.2483796,-1.3814694,6.5459085,-.283842,2.7756608,10.08081,3.1862864,-1.1278484,2.9023094,-2.7273753,-4.2049046,15.88441,15.198602,9.8130302,-.38228059,-.0066277534,-.011520267,1.0141087,.00043004751,-.35707211,-.20695686,-.88370132,,2.2429872,.48064351,.010519981,-1.0604792,-.24201488,-.14040375,-.13518074,-.031955861,-.28177008,2.0925965,-.039903786,.29275933,.49482179,-.88821578,-.52306777,-2.3752286,-.30672249,-.85817397,-2.9833853,-.40603063,-.69354498
463,20094,AIRTRAN,2009,4,63065,46710,593,89,3007,41,5661,0,6965,16356,6033057,10064,5,7,4,8,4,2,7,5,5,1,3,0,0,46,595008.63,757422.31,1320037.9,0,2284171.3,726538.75,1043688.1,501943.28,2284171.3,17043.811,26027.289,532006.75,0,34214.738,0,34214.738,596486,570458.75,90701194,183000426,23403,314167.47,109.18,12.16,.55555558,.44444445,101260.55,15019.14,5871423,4464541011,446454101,663921052,5744936944,45822112,63205406,108707,132515,.11147157,62709,.48073545,.77712619,.6724506,.1191627,.10382812,.37410909,239.50534,63.339153,0,0,49886,.8348,319.85266,398.52106,.021731483,1,24,40,-2.1272655,-.25215253,-.98320782,4.1485038,-.30020767,1.6094379,9.7023497,3.8286414,-.73243815,5.4785757,-2.1939857,19.025,15.585608,10.060619,121277530112,-3.3019152,.043634366,-2.0773172,-.26001126,-.98357624,4.1284389,-.24225728,2.0289955,9.3473701,3.6798499,-1.2251009,5.3300877,-2.1151128,-3.5685983,18.90897,15.433859,9.9910622,-.049948215,.0078587234,.00036841631,.020064831,-.057950392,-.41955757,.35497952,.14879155,.49266273,.14848804,-.078872919,.2666831,.11602974,.15174866,.06955719,-.055183198,-.043587513,.11612305,-.324873,.0016809305,-.45390591,-.23861764,-.39465234,-.62032026,.052549563,.30554,-.2218677,.041174635,-.17077348,-.51551306
464,20094,NORTHWEST,2009,4,66880,52225,619,184,4212,795,5801,28,3016,14655,7475490,21606,8.6300001,29,3,14,4,10,30,10,13,0,2,0,3,118,1895712,3758264,7984080,48027,19289102,4382848,11574166,2101846,19289102,109409,174899,940881,942,225480,146761,78719,1924114,1749215,158335284,320711826,79078,512375,139.98,21.559999,.54000002,.46000001,318701,34103,7379186,7653122369,846026312,1291749062,9285709021,62228532,61759269,143401,175984,.10656435,67582,.80745435,.82418287,.65494633,.1229408,.20721239,.27052411,504.61661,58.645863,0,0,49886,.8348,319.85266,398.52106,.021731483,20,24,24,-2.0960524,-.19336285,-1.307394,4.071517,-.24733867,2.1552446,9.5925369,4.7706847,-.21386877,6.2237988,-2.2390063,19.586054,15.814174,11.27819,121277530112,-2.7629678,.090898462,-2.025847,-.20002566,-1.2224101,4.0357761,-.27703792,2.4904771,10.080109,4.8545165,-.19896154,5.8787875,-2.252147,-2.5656266,19.830851,16.196928,11.446602,-.07020545,.0066628158,-.084983945,.035740852,.029699251,-.3352325,-.48757172,-.083831787,-.014907226,.34501123,.013140678,-.1973412,-.24479675,-.38275433,-.16841221,-.0037129181,.01639808,-.12271079,-.41753581,-.033099707,.0075756721,.49412084,.78001428,.40581906,.6012494,.16850582,.78110397,.96305537,.59229571,.94002664
465,20094,MESA,2009,4,60165,47619,1501,119,6721,898,3237,37,33,12546,2793919,12618,13.65,4,0,0,0,0,3,2,0,0,1,0,0,10,45134.34,157722.77,763832.88,0,1204880.5,103511.3,699010.38,230178.41,1204880.5,-1836.17,1408.8,209154.97,0,111.95,0,111.95,212604.13,211195.31,22512186,39584175,7700,117260.31,63.34,9.6099997,.625,.375,20438.6,6249.4102,2693335,1123859770,112433159,197537208,1493194418,22811834,23317665,63306,85787,.051480751,58782,.71284646,.75265467,.56917459,.18610415,.14238207,.27462712,106.31503,66.32827,0,0,49886,.8348,319.85266,398.52106,.021731483,19,24,40,-1.6814488,-.28414875,-1.292341,4.1946163,-.23385894,2.6137395,9.4371576,2.3025851,-.33848923,4.6664066,-2.9665473,17.49394,14.806291,8.9489756,121277530112,-4.6813126,.0066264002,-1.9245476,-.22727254,-1.2497849,4.5337601,-.24768876,2.8580287,9.2987881,2.9173493,-.45760128,3.4187753,-2.7570796,-4.7114754,17.482246,14.78976,8.9413815,.24309874,-.056876212,-.042556047,-.33914375,.013829812,-.24428916,.13836956,-.61476421,.11911204,1.2476313,-.20946765,.030162811,.011693954,.016530991,.0075941086,.09758649,-.010848798,-.15008566,.080448128,-.0037505429,.37512723,-.28719974,-1.1571529,.14717932,-1.8587627,-.33642682,-1.3647448,-1.3855488,-.81487268,-1.5651938
466,20094,AMERICAN,2009,4,135478,106768,1565,339,8550,1265,9455,26,7508,28708,16895553,66550,11.79,42,2,25,8,15,52,24,13,1,5,1,8,196,149218,6553210,13090983,0,22963588,10304924,15407112,-5878150,22963588,-303419,-355568,2304067,10573,108644,30119,78525,3016536,3372104,381262700,835009607,200068,1180624,325.5,40.669998,.78125,.21875,648423,77416,16440706,18706511346,1943789160,3213423616,22912269236,145238821,146690037,324805,379203,.10537301,134359,.64280611,.81644082,.60489666,.12316925,.13165593,.33347675,576.18768,60.095753,0,0,49886,.8348,319.85266,398.52106,.021731483,6,24,64,-2.0941958,-.20280086,-1.0981821,4.0959392,-.23815101,2.4672518,10.264931,5.2781148,-.44191214,6.3564334,-2.2502487,20.542953,16.615271,12.206412,121277530112,-1.8692099,-.11787295,-1.9891251,-.18568857,-1.0692221,4.1493225,-.26430672,2.5604877,10.588089,6.016552,-.39275768,6.1825323,-2.454685,-1.7929829,20.627779,16.840406,12.337802,-.10507071,-.017112285,-.02895999,-.05338335,.02615571,-.09323597,-.32315826,-.73843718,-.04915446,.17390108,.2044363,-.07622695,-.084825516,-.2251358,-.13138962,.033008907,.030735172,.030477196,-.30398944,-.020368511,.07758633,1.0021012,1.9420497,.21202292,.90499419,-.034032192,1.5537477,1.7599838,1.235774,1.8312267
467,20094,JETBLUE,2009,4,46867,37100,605,124,2425,88,3674,16,2834,9766,5044065,12522,7.3699999,7,1,5,0,1,4,6,7,0,1,0,6,38,895705.56,1537428.1,4638060.5,49645.738,6554484,1168452.8,2920162.8,1541154.1,6554484,5431.8501,47486.469,642823.31,1491.96,13656.56,1455.53,12201.03,727070.94,679584.5,111477116,227034909,32503,304541.72,113.27,12.21,.55555558,.44444445,147505.8,24547.811,4871986,5572354044,562735502,871100768,6934304500,49715086,50282667,113364,132139,.089182205,46370,.3547866,.80359232,.64600503,.11535938,.10485132,.38653427,529.38989,62.203838,1,0,49886,.8348,319.85266,398.52106,.021731483,18,24,64,-2.159703,-.2186632,-.95053476,4.1304169,-.23369683,1.9974177,9.1866627,3.6375861,-1.0362388,6.2717252,-2.4170737,19.240614,15.399013,10.389088,121277530112,-3.0802639,.065312013,-2.1311915,-.18307546,-.84272844,4.2380457,-.29700884,2.0371277,9.4821033,3.9720833,-.98921597,6.2422075,-2.4159315,-2.9974527,19.367519,15.578291,10.492418,-.028511524,-.035587743,-.10780632,-.10762882,.063312009,-.039710045,-.29544067,-.33449721,-.04702282,.029517651,-.0011422634,-.082811117,-.12690544,-.17927837,-.10333061,-.10905745,.033348285,.25697085,-.21526624,-.053070631,-.44577369,-.10388444,-.10241887,-.38443539,.96466941,.0047213184,.34927785,.49972412,-.026341407,-.014156943
468,20101,ALASKA,2010,1,31031,26822,249,135,947,132,1678,19,1049,4209,3332632,10018,9.0600004,4,1,2,0,1,1,3,2,0,1,0,0,15,117539,1887488,2574443,10524,4599501,1397809,1861583,819630,4599501,40395,70257,527665,7334,34646,14381,20265,712411,642154,69518343,145756867,27668,236160,76.330002,9.4300003,.75510204,.24489796,134718,12097,3292185,3959991559,408644912,667365543,4944353783,33546294,29206927,75999,86610,.11106435,33699,.6693362,.80091184,.61232543,.13324901,.14408576,.33726582,358.97208,71.123009,0,0,50036,.30069,328.11539,407.18152,.033655446,2,25,64,-2.0155356,-.2220044,-1.0868839,4.264411,-.14576426,2.2038691,8.3449802,2.7080503,-.40146881,5.8832445,-2.1976454,18.797451,15.007062,10.228032,116374986752,-3.3805757,.098618634,-2.0320899,-.20610335,-.9536553,4.2599196,-.20463626,2.3031516,8.8666954,3.2289608,-.34871057,5.8797226,-2.2419901,-3.2006598,19.202356,15.361502,10.358057,.016554356,-.015901044,-.1332286,.0044913292,.058871999,-.099282503,-.52171516,-.5209105,-.052758247,.0035219193,.044344664,-.1799159,-.40490532,-.35443974,-.13002491,-.0099559091,.010320388,.14604399,-.19339229,.03930195,-.1797498,-.7192924,-.84554148,.25607002,.60218447,.17866269,.14607082,.33456108,-.24313065,-.1485182
